account_id,month,target_rows,distinct_campaigns,latest_target_date,latest_campaign,latest_channel,borrower_id,loan_type,principal_amount,outstanding_amount,dpd,risk_segment,status,timezone,clean_recovery,payment_events,recovered_flag
ACC0003084,2026-02,1,1,2026-02-07,CMP0000068,SMS,BRW0001512,CONSUMER,749182.51,563790.06,90,NPA,WRITEOFF,Asia/Kolkata,0.0,0,0
ACC0003084,2026-06,1,1,2026-06-13,CMP0000117,FIELD,BRW0001512,CONSUMER,749182.51,563790.06,90,NPA,WRITEOFF,Asia/Kolkata,0.0,0,0
ACC0003084,2026-07,1,1,2026-07-22,CMP0000073,WHATSAPP,BRW0001512,CONSUMER,749182.51,563790.06,90,NPA,WRITEOFF,Asia/Kolkata,0.0,0,0
ACC0003086,2026-06,1,1,2026-06-17,CMP0000095,SMS,BRW0011657,AUTO,534711.11,167468.82,15,NPA,WRITEOFF,Asia/Dubai,0.0,0,0
ACC0003088,2026-05,1,1,2026-05-11,CMP0000085,VOICE,BRW0004748,CONSUMER,317583.45,182983.21,45,NPA,CLOSED,UTC,0.0,0,0
ACC0003089,2026-02,1,1,2026-02-26,CMP0000084,VOICE,BRW0005827,AUTO,685553.16,360612.38,30,MEDIUM,WRITEOFF,Asia/Kolkata,0.0,0,0
ACC0003089,2026-04,1,1,2026-04-30,CMP0000106,FIELD,BRW0005827,AUTO,685553.16,360612.38,30,MEDIUM,WRITEOFF,Asia/Kolkata,118374.59,1,1
ACC0003090,2026-01,1,1,2026-01-01,CMP0000108,FIELD,BRW0001846,CONSUMER,527441.65,92812.8,60,HIGH,CLOSED,Asia/Dubai,0.0,0,0
ACC0003091,2026-02,1,1,2026-02-23,CMP0000101,WHATSAPP,BRW0006376,CREDIT_CARD,459222.83,349976.68,75,MEDIUM,ACTIVE,UTC,0.0,0,0
ACC0003091,2026-04,1,1,2026-04-17,CMP0000116,VOICE,BRW0006376,CREDIT_CARD,459222.83,349976.68,75,MEDIUM,ACTIVE,UTC,0.0,0,0
ACC0003094,2026-01,1,1,2026-01-02,CMP0000018,WHATSAPP,BRW0010677,CREDIT_CARD,793433.93,264596.29,30,NPA,WRITEOFF,UTC,0.0,0,0
ACC0003095,2026-01,2,2,2026-01-29,CMP0000093,VOICE,BRW0003212,CONSUMER,479972.84,45428.79,5,NPA,WRITEOFF,Asia/Kolkata,0.0,0,0
ACC0003095,2026-02,1,1,2026-02-19,CMP0000056,SMS,BRW0003212,CONSUMER,479972.84,45428.79,5,NPA,WRITEOFF,Asia/Kolkata,0.0,0,0
ACC0003095,2026-03,1,1,2026-03-08,CMP0000027,FIELD,BRW0003212,CONSUMER,479972.84,45428.79,5,NPA,WRITEOFF,Asia/Kolkata,0.0,0,0
ACC0003095,2026-05,1,1,2026-05-31,CMP0000042,VOICE,BRW0003212,CONSUMER,479972.84,45428.79,5,NPA,WRITEOFF,Asia/Kolkata,0.0,0,0
ACC0003096,2026-01,1,1,2026-01-08,CMP0000096,SMS,BRW0007679,CREDIT_CARD,557596.07,84241.62,75,LOW,PAID,Asia/Kolkata,0.0,0,0
ACC0003096,2026-04,1,1,2026-04-04,CMP0000046,VOICE,BRW0007679,CREDIT_CARD,557596.07,84241.62,75,LOW,PAID,Asia/Kolkata,0.0,0,0
ACC0003096,2026-05,1,1,2026-05-04,CMP0000093,SMS,BRW0007679,CREDIT_CARD,557596.07,84241.62,75,LOW,PAID,Asia/Kolkata,0.0,0,0
ACC0003097,2026-06,1,1,2026-06-29,CMP0000116,SMS,BRW0001424,BNPL,334908.54,20148.52,60,LOW,ACTIVE,Asia/Dubai,0.0,0,0
ACC0003098,2026-06,2,2,2026-06-13,CMP0000048,SMS,BRW0011827,AUTO,697551.93,310552.69,90,NPA,PAID,Asia/Dubai,0.0,0,0
ACC0003099,2026-05,1,1,2026-05-30,CMP0000092,FIELD,BRW0003736,CONSUMER,493875.72,118879.4,120,NPA,PAID,Asia/Dubai,0.0,0,0
ACC0003100,2026-02,2,2,2026-02-08,CMP0000093,SMS,BRW0011193,AUTO,506122.93,635107.03,180,MEDIUM,WRITEOFF,UTC,0.0,0,0
ACC0003100,2026-06,1,1,2026-06-26,CMP0000073,SMS,BRW0011193,AUTO,506122.93,635107.03,180,MEDIUM,WRITEOFF,UTC,0.0,0,0
ACC0003100,2026-08,1,1,2026-08-03,CMP0000026,FIELD,BRW0011193,AUTO,506122.93,635107.03,180,MEDIUM,WRITEOFF,UTC,0.0,0,0
ACC0003101,2026-03,1,1,2026-03-23,CMP0000056,WHATSAPP,,CREDIT_CARD,719301.57,2073.39,5,NPA,CLOSED,Asia/Dubai,0.0,0,0
ACC0003102,2026-02,1,1,2026-02-02,CMP0000116,FIELD,BRW0001964,CREDIT_CARD,645641.14,416107.9,0,HIGH,CLOSED,Asia/Kolkata,0.0,0,0
ACC0003102,2026-03,1,1,2026-03-04,CMP0000069,FIELD,BRW0001964,CREDIT_CARD,645641.14,416107.9,0,HIGH,CLOSED,Asia/Kolkata,0.0,0,0
ACC0003102,2026-06,1,1,2026-06-27,CMP0000021,VOICE,BRW0001964,CREDIT_CARD,645641.14,416107.9,0,HIGH,CLOSED,Asia/Kolkata,0.0,0,0
ACC0003103,2026-02,1,1,2026-02-10,CMP0000003,WHATSAPP,BRW0002436,PERSONAL,435737.78,452153.78,45,LOW,PAID,Asia/Kolkata,0.0,0,0
ACC0003103,2026-07,1,1,2026-07-02,CMP0000068,VOICE,BRW0002436,PERSONAL,435737.78,452153.78,45,LOW,PAID,Asia/Kolkata,0.0,0,0
ACC0003104,2026-03,1,1,2026-03-28,CMP0000094,WHATSAPP,BRW0004244,BNPL,547005.46,510346.12,30,LOW,WRITEOFF,Asia/Dubai,0.0,0,0
ACC0003104,2026-05,2,2,2026-05-18,CMP0000098,FIELD,BRW0004244,BNPL,547005.46,510346.12,30,LOW,WRITEOFF,Asia/Dubai,0.0,0,0
ACC0003104,2026-06,2,2,2026-06-21,CMP0000080,VOICE,BRW0004244,BNPL,547005.46,510346.12,30,LOW,WRITEOFF,Asia/Dubai,0.0,0,0
ACC0003105,2026-05,2,2,2026-05-24,CMP0000097,FIELD,BRW0003183,CREDIT_CARD,156585.88,238040.39,75,NPA,WRITEOFF,UTC,0.0,0,0
ACC0003105,2026-06,1,1,2026-06-23,CMP0000077,VOICE,BRW0003183,CREDIT_CARD,156585.88,238040.39,75,NPA,WRITEOFF,UTC,0.0,0,0
ACC0003109,2026-07,1,1,2026-07-23,CMP0000019,WHATSAPP,BRW0008477,PERSONAL,216648.69,19710.34,45,HIGH,ACTIVE,Asia/Kolkata,0.0,0,0
ACC0003111,2026-01,1,1,2026-01-29,CMP0000066,WHATSAPP,BRW0011981,PERSONAL,688105.51,241864.51,15,MEDIUM,CLOSED,UTC,0.0,0,0
ACC0003111,2026-02,1,1,2026-02-19,CMP0000119,WHATSAPP,BRW0011981,PERSONAL,688105.51,241864.51,15,MEDIUM,CLOSED,UTC,0.0,0,0
ACC0003111,2026-05,1,1,2026-05-21,CMP0000120,VOICE,BRW0011981,PERSONAL,688105.51,241864.51,15,MEDIUM,CLOSED,UTC,0.0,0,0
ACC0003111,2026-08,1,1,2026-08-05,CMP0000029,WHATSAPP,BRW0011981,PERSONAL,688105.51,241864.51,15,MEDIUM,CLOSED,UTC,0.0,0,0
ACC0003112,2026-01,1,1,2026-01-05,CMP0000045,WHATSAPP,BRW0009646,PERSONAL,708369.44,337733.76,180,HIGH,ACTIVE,Asia/Kolkata,0.0,0,0
ACC0003112,2026-04,1,1,2026-04-03,CMP0000104,FIELD,BRW0009646,PERSONAL,708369.44,337733.76,180,HIGH,ACTIVE,Asia/Kolkata,0.0,0,0
ACC0003113,2026-03,1,1,2026-03-07,CMP0000015,FIELD,BRW0011136,PERSONAL,707717.29,619232.52,180,LOW,WRITEOFF,UTC,0.0,0,0
ACC0003114,2026-06,1,1,2026-06-22,CMP0000097,WHATSAPP,BRW0002792,CONSUMER,559944.96,569968.46,0,MEDIUM,PAID,Asia/Kolkata,0.0,0,0
ACC0003116,2026-02,1,1,2026-02-16,CMP0000001,FIELD,BRW0009231,CONSUMER,268698.34,248753.84,5,MEDIUM,PAID,UTC,0.0,0,0
ACC0003118,2026-03,1,1,2026-03-12,CMP0000104,VOICE,BRW0000842,AUTO,260288.71,415453.89,45,LOW,CLOSED,Asia/Dubai,0.0,0,0
ACC0003118,2026-04,1,1,2026-04-07,CMP0000061,FIELD,BRW0000842,AUTO,260288.71,415453.89,45,LOW,CLOSED,Asia/Dubai,60175.23,1,1
ACC0003119,2026-04,1,1,2026-04-21,CMP0000014,FIELD,BRW0008215,CONSUMER,775344.92,593848.65,15,LOW,CLOSED,Asia/Dubai,0.0,0,0
ACC0003120,2026-06,2,2,2026-06-15,CMP0000013,WHATSAPP,BRW0001623,AUTO,798466.1,365083.14,90,MEDIUM,WRITEOFF,Asia/Dubai,0.0,0,0
ACC0003121,2026-02,1,1,2026-02-04,CMP0000053,VOICE,BRW0008006,BNPL,204943.89,216413.81,180,LOW,CLOSED,Asia/Kolkata,0.0,0,0
ACC0003122,2026-07,1,1,2026-07-27,CMP0000031,SMS,BRW0007345,PERSONAL,640491.95,166751.47,120,LOW,WRITEOFF,UTC,0.0,0,0
ACC0003124,2026-06,2,2,2026-06-03,CMP0000037,FIELD,BRW0008706,AUTO,402975.11,154771.3,60,MEDIUM,PAID,UTC,0.0,0,0
ACC0003125,2026-04,1,1,2026-04-15,CMP0000010,FIELD,BRW0006127,CONSUMER,454410.5,654196.12,75,MEDIUM,WRITEOFF,Asia/Dubai,0.0,0,0
ACC0003125,2026-06,1,1,2026-06-30,CMP0000027,VOICE,BRW0006127,CONSUMER,454410.5,654196.12,75,MEDIUM,WRITEOFF,Asia/Dubai,112127.33,1,1
ACC0003126,2026-02,1,1,2026-02-10,CMP0000012,WHATSAPP,BRW0008553,CREDIT_CARD,698424.94,245598.84,120,NPA,CLOSED,Asia/Kolkata,0.0,0,0
ACC0003126,2026-05,1,1,2026-05-18,CMP0000012,VOICE,BRW0008553,CREDIT_CARD,698424.94,245598.84,120,NPA,CLOSED,Asia/Kolkata,0.0,0,0
ACC0003127,2026-08,1,1,2026-08-03,CMP0000046,VOICE,BRW0003167,AUTO,85136.72,11579.25,180,MEDIUM,WRITEOFF,Asia/Kolkata,0.0,0,0
ACC0003128,2026-07,1,1,2026-07-26,CMP0000050,FIELD,BRW0002314,PERSONAL,354261.75,662715.43,45,HIGH,WRITEOFF,Asia/Dubai,0.0,0,0
ACC0003129,2026-02,1,1,2026-02-24,CMP0000111,SMS,BRW0010752,BNPL,744615.8,414800.79,120,HIGH,WRITEOFF,Asia/Kolkata,0.0,0,0
ACC0003129,2026-07,1,1,2026-07-27,CMP0000012,FIELD,BRW0010752,BNPL,744615.8,414800.79,120,HIGH,WRITEOFF,Asia/Kolkata,0.0,0,0
ACC0003130,2026-01,1,1,2026-01-15,CMP0000051,WHATSAPP,BRW0004684,BNPL,535235.88,546225.12,5,NPA,WRITEOFF,UTC,0.0,0,0
ACC0003130,2026-07,1,1,2026-07-21,CMP0000075,FIELD,BRW0004684,BNPL,535235.88,546225.12,5,NPA,WRITEOFF,UTC,0.0,0,0
ACC0003132,2026-04,1,1,2026-04-12,CMP0000062,VOICE,BRW0001806,AUTO,385710.62,513931.48,30,HIGH,ACTIVE,Asia/Kolkata,130579.9,1,1
ACC0003133,2026-02,1,1,2026-02-25,CMP0000024,SMS,BRW0008123,AUTO,473575.65,568602.53,120,NPA,PAID,Asia/Kolkata,0.0,0,0
ACC0003134,2026-01,1,1,2026-01-17,CMP0000079,FIELD,BRW0006983,PERSONAL,31881.15,260748.62,75,HIGH,CLOSED,Asia/Kolkata,0.0,0,0
ACC0003135,2026-03,1,1,2026-03-26,CMP0000076,VOICE,BRW0009822,CONSUMER,543382.88,236115.48,1,NPA,PAID,Asia/Kolkata,0.0,0,0
ACC0003138,2026-01,1,1,2026-01-18,CMP0000056,VOICE,BRW0007290,BNPL,253977.75,497196.8,15,NPA,CLOSED,UTC,0.0,0,0
ACC0003138,2026-05,1,1,2026-05-23,CMP0000068,VOICE,BRW0007290,BNPL,253977.75,497196.8,15,NPA,CLOSED,UTC,0.0,0,0
ACC0003138,2026-07,1,1,2026-07-09,CMP0000074,VOICE,BRW0007290,BNPL,253977.75,497196.8,15,NPA,CLOSED,UTC,0.0,0,0
ACC0003139,2026-03,1,1,2026-03-13,CMP0000060,SMS,BRW0000397,CREDIT_CARD,135962.24,575228.93,30,LOW,CLOSED,UTC,0.0,0,0
ACC0003139,2026-06,1,1,2026-06-19,CMP0000082,FIELD,BRW0000397,CREDIT_CARD,135962.24,575228.93,30,LOW,CLOSED,UTC,0.0,0,0
ACC0003140,2026-05,1,1,2026-05-25,CMP0000067,FIELD,BRW0006081,PERSONAL,303471.86,415323.61,30,MEDIUM,ACTIVE,Asia/Kolkata,0.0,0,0
ACC0003141,2026-01,1,1,2026-01-07,CMP0000025,VOICE,BRW0000145,CONSUMER,406787.67,481371.3,45,HIGH,CLOSED,Asia/Kolkata,0.0,0,0
ACC0003141,2026-05,1,1,2026-05-19,CMP0000007,VOICE,BRW0000145,CONSUMER,406787.67,481371.3,45,HIGH,CLOSED,Asia/Kolkata,0.0,0,0
ACC0003141,2026-07,1,1,2026-07-07,CMP0000013,SMS,BRW0000145,CONSUMER,406787.67,481371.3,45,HIGH,CLOSED,Asia/Kolkata,0.0,0,0
ACC0003142,2026-01,1,1,2026-01-28,CMP0000043,WHATSAPP,BRW0001493,CREDIT_CARD,682334.51,329691.02,30,MEDIUM,ACTIVE,Asia/Kolkata,0.0,0,0
ACC0003142,2026-04,1,1,2026-04-23,CMP0000038,WHATSAPP,BRW0001493,CREDIT_CARD,682334.51,329691.02,30,MEDIUM,ACTIVE,Asia/Kolkata,0.0,0,0
ACC0003142,2026-07,1,1,2026-07-12,CMP0000026,SMS,BRW0001493,CREDIT_CARD,682334.51,329691.02,30,MEDIUM,ACTIVE,Asia/Kolkata,0.0,0,0
ACC0003142,2026-08,1,1,2026-08-02,CMP0000069,FIELD,BRW0001493,CREDIT_CARD,682334.51,329691.02,30,MEDIUM,ACTIVE,Asia/Kolkata,0.0,0,0
ACC0003143,2026-02,1,1,2026-02-04,CMP0000099,VOICE,BRW0010168,AUTO,704323.8,313558.55,45,HIGH,PAID,Asia/Kolkata,70546.49,1,1
ACC0003143,2026-06,1,1,2026-06-27,CMP0000047,WHATSAPP,BRW0010168,AUTO,704323.8,313558.55,45,HIGH,PAID,Asia/Kolkata,0.0,0,0
ACC0003144,2026-01,1,1,2026-01-01,CMP0000010,VOICE,BRW0000714,CONSUMER,325685.69,516157.82,5,HIGH,CLOSED,Asia/Kolkata,0.0,0,0
ACC0003144,2026-03,1,1,2026-03-07,CMP0000100,WHATSAPP,BRW0000714,CONSUMER,325685.69,516157.82,5,HIGH,CLOSED,Asia/Kolkata,0.0,0,0
ACC0003144,2026-04,1,1,2026-04-01,CMP0000097,SMS,BRW0000714,CONSUMER,325685.69,516157.82,5,HIGH,CLOSED,Asia/Kolkata,0.0,0,0
ACC0003145,2026-07,1,1,2026-07-25,CMP0000047,SMS,BRW0011840,CREDIT_CARD,681484.43,381942.96,30,LOW,CLOSED,UTC,0.0,0,0
ACC0003146,2026-01,1,1,2026-01-29,CMP0000018,FIELD,BRW0008330,AUTO,547270.37,669338.36,90,LOW,PAID,Asia/Dubai,0.0,0,0
ACC0003146,2026-03,1,1,2026-03-23,CMP0000107,SMS,BRW0008330,AUTO,547270.37,669338.36,90,LOW,PAID,Asia/Dubai,9475.07,1,1
ACC0003146,2026-05,1,1,2026-05-28,CMP0000010,SMS,BRW0008330,AUTO,547270.37,669338.36,90,LOW,PAID,Asia/Dubai,0.0,0,0
ACC0003146,2026-06,2,2,2026-06-23,CMP0000111,SMS,BRW0008330,AUTO,547270.37,669338.36,90,LOW,PAID,Asia/Dubai,0.0,0,0
ACC0003147,2026-04,1,1,2026-04-11,CMP0000118,SMS,BRW0006536,CONSUMER,770518.43,417210.48,60,NPA,CLOSED,UTC,31980.11,1,1
ACC0003150,2026-03,1,1,2026-03-26,CMP0000064,VOICE,BRW0010054,CONSUMER,318034.98,517143.34,45,LOW,WRITEOFF,Asia/Kolkata,0.0,0,0
ACC0003150,2026-04,1,1,2026-04-13,CMP0000119,VOICE,BRW0010054,CONSUMER,318034.98,517143.34,45,LOW,WRITEOFF,Asia/Kolkata,0.0,0,0
ACC0003150,2026-07,2,2,2026-07-14,CMP0000089,SMS,BRW0010054,CONSUMER,318034.98,517143.34,45,LOW,WRITEOFF,Asia/Kolkata,89981.08,1,1
ACC0003151,2026-01,1,1,2026-01-28,CMP0000006,SMS,BRW0003597,CREDIT_CARD,230349.75,322054.56,90,NPA,WRITEOFF,Asia/Dubai,0.0,0,0
ACC0003152,2026-04,1,1,2026-04-13,CMP0000080,WHATSAPP,BRW0011873,BNPL,464403.9,491839.15,90,NPA,ACTIVE,Asia/Dubai,0.0,0,0
ACC0003152,2026-07,1,1,2026-07-21,CMP0000119,VOICE,BRW0011873,BNPL,464403.9,491839.15,90,NPA,ACTIVE,Asia/Dubai,0.0,0,0
ACC0003153,2026-07,1,1,2026-07-26,CMP0000025,VOICE,BRW0010503,BNPL,14142.33,607263.39,180,MEDIUM,ACTIVE,UTC,0.0,0,0
ACC0003155,2026-07,1,1,2026-07-07,CMP0000084,SMS,BRW0010844,AUTO,375570.93,5026.62,5,LOW,PAID,Asia/Kolkata,0.0,0,0
ACC0003155,2026-08,1,1,2026-08-04,CMP0000015,FIELD,BRW0010844,AUTO,375570.93,5026.62,5,LOW,PAID,Asia/Kolkata,0.0,0,0
ACC0003158,2026-01,1,1,2026-01-27,CMP0000102,FIELD,BRW0011376,CREDIT_CARD,254367.99,200354.59,180,HIGH,CLOSED,Asia/Dubai,0.0,0,0
ACC0003159,2026-07,1,1,2026-07-03,CMP0000088,SMS,BRW0000205,PERSONAL,722961.27,344072.73,0,HIGH,CLOSED,UTC,0.0,0,0
ACC0003160,2026-04,1,1,2026-04-24,CMP0000101,SMS,BRW0011475,AUTO,294763.85,677657.22,90,HIGH,CLOSED,Asia/Kolkata,0.0,0,0
ACC0003163,2026-04,1,1,2026-04-23,CMP0000032,FIELD,BRW0005871,CREDIT_CARD,353317.9,112485.27,180,HIGH,WRITEOFF,UTC,0.0,0,0
ACC0003163,2026-07,1,1,2026-07-03,CMP0000070,WHATSAPP,BRW0005871,CREDIT_CARD,353317.9,112485.27,180,HIGH,WRITEOFF,UTC,0.0,0,0
ACC0003164,2026-02,1,1,2026-02-09,CMP0000033,VOICE,BRW0008669,PERSONAL,267681.57,38223.53,30,LOW,WRITEOFF,Asia/Kolkata,0.0,0,0
ACC0003165,2026-07,1,1,2026-07-21,CMP0000112,WHATSAPP,BRW0009335,CONSUMER,245972.67,567645.99,75,NPA,WRITEOFF,Asia/Kolkata,0.0,0,0
ACC0003166,2026-04,2,2,2026-04-15,CMP0000042,VOICE,BRW0003295,PERSONAL,799212.36,619854.54,15,HIGH,CLOSED,Asia/Dubai,0.0,0,0
ACC0003168,2026-02,1,1,2026-02-25,CMP0000040,VOICE,BRW0010362,AUTO,271851.21,552265.98,60,HIGH,WRITEOFF,Asia/Kolkata,0.0,0,0
ACC0003168,2026-05,1,1,2026-05-22,CMP0000035,FIELD,BRW0010362,AUTO,271851.21,552265.98,60,HIGH,WRITEOFF,Asia/Kolkata,0.0,0,0
ACC0003169,2026-06,1,1,2026-06-07,CMP0000106,WHATSAPP,BRW0009683,CONSUMER,369945.13,78477.38,180,LOW,CLOSED,Asia/Dubai,0.0,0,0
ACC0003169,2026-08,1,1,2026-08-02,CMP0000035,WHATSAPP,BRW0009683,CONSUMER,369945.13,78477.38,180,LOW,CLOSED,Asia/Dubai,0.0,0,0
ACC0003170,2026-01,1,1,2026-01-07,CMP0000019,SMS,BRW0007573,BNPL,220720.76,487087.48,180,NPA,WRITEOFF,Asia/Kolkata,0.0,0,0
ACC0003170,2026-05,1,1,2026-05-16,CMP0000093,WHATSAPP,BRW0007573,BNPL,220720.76,487087.48,180,NPA,WRITEOFF,Asia/Kolkata,0.0,0,0
ACC0003171,2026-02,1,1,2026-02-21,CMP0000049,SMS,BRW0003734,CREDIT_CARD,758599.58,156470.53,5,NPA,PAID,Asia/Kolkata,0.0,0,0
ACC0003171,2026-03,1,1,2026-03-30,CMP0000013,WHATSAPP,BRW0003734,CREDIT_CARD,758599.58,156470.53,5,NPA,PAID,Asia/Kolkata,0.0,0,0
ACC0003171,2026-04,1,1,2026-04-08,CMP0000119,FIELD,BRW0003734,CREDIT_CARD,758599.58,156470.53,5,NPA,PAID,Asia/Kolkata,0.0,0,0
ACC0003171,2026-05,2,2,2026-05-19,CMP0000100,WHATSAPP,BRW0003734,CREDIT_CARD,758599.58,156470.53,5,NPA,PAID,Asia/Kolkata,0.0,0,0
ACC0003172,2026-03,1,1,2026-03-10,CMP0000033,FIELD,BRW0000619,CONSUMER,282255.47,551195.19,180,MEDIUM,ACTIVE,Asia/Kolkata,0.0,0,0
ACC0003172,2026-06,2,2,2026-06-21,CMP0000061,FIELD,BRW0000619,CONSUMER,282255.47,551195.19,180,MEDIUM,ACTIVE,Asia/Kolkata,44629.26,1,1
ACC0003173,2026-03,1,1,2026-03-28,CMP0000105,VOICE,BRW0008055,BNPL,682266.63,176147.57,75,LOW,WRITEOFF,Asia/Kolkata,0.0,0,0
ACC0003173,2026-04,1,1,2026-04-29,CMP0000091,FIELD,BRW0008055,BNPL,682266.63,176147.57,75,LOW,WRITEOFF,Asia/Kolkata,0.0,0,0
ACC0003173,2026-05,1,1,2026-05-03,CMP0000016,FIELD,BRW0008055,BNPL,682266.63,176147.57,75,LOW,WRITEOFF,Asia/Kolkata,0.0,0,0
ACC0003174,2026-02,1,1,2026-02-06,CMP0000004,FIELD,BRW0000664,CONSUMER,290423.61,608119.47,5,MEDIUM,ACTIVE,UTC,0.0,0,0
ACC0003175,2026-02,1,1,2026-02-20,CMP0000092,SMS,BRW0005514,CONSUMER,497040.45,217623.26,30,NPA,WRITEOFF,UTC,0.0,0,0
ACC0003175,2026-04,1,1,2026-04-23,CMP0000080,SMS,BRW0005514,CONSUMER,497040.45,217623.26,30,NPA,WRITEOFF,UTC,0.0,0,0
ACC0003176,2026-02,1,1,2026-02-23,CMP0000120,VOICE,BRW0011452,PERSONAL,417060.52,151189.4,5,NPA,ACTIVE,Asia/Dubai,0.0,0,0
ACC0003176,2026-03,1,1,2026-03-25,CMP0000035,WHATSAPP,BRW0011452,PERSONAL,417060.52,151189.4,5,NPA,ACTIVE,Asia/Dubai,0.0,0,0
ACC0003177,2026-05,1,1,2026-05-02,CMP0000071,WHATSAPP,BRW0000446,AUTO,672272.54,451773.07,5,HIGH,WRITEOFF,Asia/Dubai,0.0,0,0
ACC0003178,2026-02,1,1,2026-02-22,CMP0000095,FIELD,BRW0001553,CREDIT_CARD,275268.08,605571.47,75,HIGH,CLOSED,Asia/Kolkata,0.0,0,0
ACC0003179,2026-03,1,1,2026-03-07,CMP0000033,FIELD,BRW0004842,CONSUMER,298057.34,137354.36,120,LOW,WRITEOFF,Asia/Dubai,0.0,0,0
ACC0003179,2026-05,2,2,2026-05-24,CMP0000006,WHATSAPP,BRW0004842,CONSUMER,298057.34,137354.36,120,LOW,WRITEOFF,Asia/Dubai,0.0,0,0
ACC0003179,2026-06,1,1,2026-06-17,CMP0000029,SMS,BRW0004842,CONSUMER,298057.34,137354.36,120,LOW,WRITEOFF,Asia/Dubai,0.0,0,0
ACC0003181,2026-07,1,1,2026-07-31,CMP0000025,SMS,BRW0006018,BNPL,471219.95,184549.42,90,MEDIUM,WRITEOFF,Asia/Dubai,0.0,0,0
ACC0003182,2026-04,1,1,2026-04-29,CMP0000072,VOICE,BRW0008010,BNPL,91030.87,579128.36,120,HIGH,ACTIVE,Asia/Kolkata,0.0,0,0
ACC0003183,2026-06,1,1,2026-06-19,CMP0000023,VOICE,BRW0010213,CONSUMER,458592.65,389607.39,45,LOW,WRITEOFF,UTC,0.0,0,0
ACC0003183,2026-07,1,1,2026-07-17,CMP0000085,SMS,BRW0010213,CONSUMER,458592.65,389607.39,45,LOW,WRITEOFF,UTC,0.0,0,0
ACC0003185,2026-02,1,1,2026-02-05,CMP0000075,FIELD,BRW0003976,PERSONAL,113731.23,84435.16,0,LOW,WRITEOFF,UTC,0.0,0,0
ACC0003187,2026-02,1,1,2026-02-22,CMP0000069,FIELD,BRW0005432,CREDIT_CARD,369952.03,108187.65,5,LOW,WRITEOFF,UTC,0.0,0,0
ACC0003187,2026-04,2,2,2026-04-28,CMP0000094,VOICE,BRW0005432,CREDIT_CARD,369952.03,108187.65,5,LOW,WRITEOFF,UTC,0.0,0,0
ACC0003188,2026-02,1,1,2026-02-09,CMP0000028,SMS,BRW0011026,CREDIT_CARD,377580.74,484687.45,90,NPA,CLOSED,UTC,0.0,0,0
ACC0003189,2026-03,1,1,2026-03-07,CMP0000073,WHATSAPP,BRW0002960,PERSONAL,306454.75,422991.29,0,HIGH,PAID,UTC,0.0,0,0
ACC0003189,2026-06,2,2,2026-06-14,CMP0000034,VOICE,BRW0002960,PERSONAL,306454.75,422991.29,0,HIGH,PAID,UTC,0.0,0,0
ACC0003190,2026-04,1,1,2026-04-25,CMP0000119,VOICE,BRW0011066,CONSUMER,143597.3,150273.23,90,HIGH,CLOSED,UTC,0.0,0,0
ACC0003190,2026-05,1,1,2026-05-31,CMP0000022,VOICE,BRW0011066,CONSUMER,143597.3,150273.23,90,HIGH,CLOSED,UTC,0.0,0,0
ACC0003191,2026-01,1,1,2026-01-08,CMP0000071,FIELD,BRW0000205,BNPL,445708.37,333158.84,75,LOW,PAID,Asia/Dubai,0.0,0,0
ACC0003191,2026-02,2,2,2026-02-09,CMP0000113,SMS,BRW0000205,BNPL,445708.37,333158.84,75,LOW,PAID,Asia/Dubai,0.0,0,0
ACC0003191,2026-04,1,1,2026-04-10,CMP0000097,VOICE,BRW0000205,BNPL,445708.37,333158.84,75,LOW,PAID,Asia/Dubai,0.0,0,0
ACC0003192,2026-01,1,1,2026-01-08,CMP0000103,WHATSAPP,BRW0000752,BNPL,796799.59,37990.82,180,HIGH,PAID,Asia/Kolkata,0.0,0,0
ACC0003192,2026-03,1,1,2026-03-13,CMP0000106,VOICE,BRW0000752,BNPL,796799.59,37990.82,180,HIGH,PAID,Asia/Kolkata,0.0,0,0
ACC0003194,2026-01,1,1,2026-01-01,CMP0000065,WHATSAPP,BRW0011309,CONSUMER,394182.41,392836.82,60,NPA,ACTIVE,UTC,0.0,0,0
ACC0003194,2026-03,1,1,2026-03-23,CMP0000042,SMS,BRW0011309,CONSUMER,394182.41,392836.82,60,NPA,ACTIVE,UTC,0.0,0,0
ACC0003194,2026-07,1,1,2026-07-23,CMP0000034,WHATSAPP,BRW0011309,CONSUMER,394182.41,392836.82,60,NPA,ACTIVE,UTC,0.0,0,0
ACC0003195,2026-05,1,1,2026-05-09,CMP0000072,SMS,BRW0006063,CREDIT_CARD,281839.82,609421.2,180,HIGH,WRITEOFF,Asia/Dubai,0.0,0,0
ACC0003195,2026-07,1,1,2026-07-05,CMP0000054,FIELD,BRW0006063,CREDIT_CARD,281839.82,609421.2,180,HIGH,WRITEOFF,Asia/Dubai,0.0,0,0
ACC0003196,2026-06,1,1,2026-06-16,CMP0000115,WHATSAPP,BRW0005074,BNPL,782623.84,362802.17,90,NPA,PAID,UTC,0.0,0,0
ACC0003197,2026-05,1,1,2026-05-26,CMP0000058,VOICE,BRW0006609,PERSONAL,603502.17,126984.45,90,MEDIUM,CLOSED,UTC,0.0,0,0
